当前比赛序号,当前主队,当前客队,历史比赛序号,历史比赛结果,历史PRO_最终预测结果,历史PRO_gap,历史PRO融合模型预测结果,历史PRO融合模型_gap,历史主队,历史客队,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,,parity,parity(严格）,,,,,,,,,,,,,,,,,,,
17,"
","
",1503,主胜,主胜,0.4033,主胜,0.1016,,50,0,0,0,1,0,3,4,0,"0.36,0.29,0.43,0.18,0.40",1,0.29|0.36|0.43,0.18|0.29|0.40;0.29|0.36|0.43,"0.01,0.04,0.00,0.07,0.10",1,0.01|0.04|0.07,0.01|0.04|0.07;0.04|0.07|0.10,"2.50,2.30,2.55,2.59,2.50",1,2,,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,,
18,"
","
",258,主胜,平局,0.3342,客胜,0.1316,"
右边的6-13-20和 12-13-14有两
14+14（两个相等时）=28有",46,1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",1,,,,,,,,,,,,,,
18,"
","
",1958,客胜,平局,0.2555,客胜,0.2,,45,1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",1,,,,,,,,,,,,,,
18,"
","
",14,客胜,平局,0.1469,客胜,0.1402,,28,1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",1,,,,,,,,,,,,,,
18,"
","
",2104,客胜,平局,0.2617,客胜,0.1278,,38,1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",1,,,,,,,,,,,,,,
18,"
","
",1895,客胜,平局,0.2832,客胜,0.0619,,34,1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,"
右边：1-4-7 和特殊位置的1-4-7 还是都有的
43 没有！！
左边的这种单独的 29-36-43没有
0-1-4-4有
18=17没有！！",25,0,0,1,0,1,0,2,0,"0.18,0.29,0.36,0.43,0.17",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.00,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.38,2.70,2.50,2.51,2.45",1,1,,,,,,,,,
19,"
","
",573,主胜,主胜,0.292,主胜,0.048,,33,0,0,1,0,1,0,2,0,"0.18,0.29,0.36,0.43,0.17",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.00,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.38,2.70,2.50,2.51,2.45",1,1,,,,,,,,,
19,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,,37,0,0,1,0,1,0,2,0,"0.18,0.29,0.36,0.43,0.17",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.00,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.38,2.70,2.50,2.51,2.45",1,1,,,,,,,,,
19,"
","
",748,主胜,主胜,0.438,主胜,0.0052,,43,0,0,1,0,1,0,2,0,"0.18,0.29,0.36,0.43,0.17",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.00,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.38,2.70,2.50,2.51,2.45",1,1,,,,,,,,,
19,"
","
",802,主胜,主胜,0.1713,主胜,0.0477,,21,0,0,1,0,1,0,2,0,"0.18,0.29,0.36,0.43,0.17",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.07,0.04,0.01,0.00,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.38,2.70,2.50,2.51,2.45",1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"
","
",258,主胜,平局,0.3342,客胜,0.1316,"
右边的6-13-20和 12-13-14有两个
14+14（两个相等时）=28有","
",1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",,,,,,,,,,,,,,,
20,"
","
",1958,客胜,平局,0.2555,客胜,0.2,,"
",1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",,,,,,,,,,,,,,,
20,"
","
",14,客胜,平局,0.1469,客胜,0.1402,,"
",1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",,,,,,,,,,,,,,,
20,"
","
",2104,客胜,平局,0.2617,客胜,0.1278,,"
",1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",,,,,,,,,,,,,,,
20,"
","
",1895,客胜,平局,0.2832,客胜,0.0619,,"
",1,0,1,2,0,2,6,0,"0.33,0.25,0.14,0.26,0.28",0,"
","
","0.13,0.20,0.14,0.12,0.06",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"
","
",260,平局,平局,0.3177,平局,0.036,"
右边的0-3-6是有递增的（虽然是连续的三个，但是有0）  左边的47没有！！
31-34 0-3有 另外一个34-25 0-8没有（需要一样才行）！！
31+3=34有（需要正好34才行）
19+6=25有
31+3=34+0没有",34,0,1,0,0,1,0,2,0,"0.31,0.19,0.34,0.25,0.47",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.01",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.10,2.10,2.30,2.19,2.15",1,2,Bet365:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01； 立博:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01,,,,,,,,
21,"
","
",966,主胜,平局,0.197,平局,0.0603,,25,0,1,0,0,1,0,2,0,"0.31,0.19,0.34,0.25,0.47",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.01",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.10,2.10,2.30,2.19,2.15",1,2,Bet365:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01； 立博:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01,,,,,,,,
21,"
","
",1987,平局,平局,0.3413,平局,0.0003,,34,0,1,0,0,1,0,2,0,"0.31,0.19,0.34,0.25,0.47",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.01",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.10,2.10,2.30,2.19,2.15",1,2,Bet365:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01； 立博:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01,,,,,,,,
21,"
","
",792,客胜,平局,0.2517,平局,0.0898,,33,0,1,0,0,1,0,2,0,"0.31,0.19,0.34,0.25,0.47",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.01",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.10,2.10,2.30,2.19,2.15",1,2,Bet365:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01； 立博:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01,,,,,,,,
21,"
","
",641,平局,平局,0.4743,平局,0.0153,,48,0,1,0,0,1,0,2,0,"0.31,0.19,0.34,0.25,0.47",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.01",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.10,2.10,2.30,2.19,2.15",1,2,Bet365:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01； 立博:2.10 < William Hill:2.15 < Pinnacle:2.19 | d1=0.05 d2=0.04 |Δ|=0.01,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"
","
",260,平局,平局,0.3177,平局,0.036,"
31-34 0-3（有）34-25 0-8没有
31+3=25+8 没有
31+3=34有
 31+3=34+0 有（紧邻时才有）",34,0,0,0,1,0,2,3,1,"0.31,0.34,0.47,0.19,0.25",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.00,0.01,0.06,0.08",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.25,2.40,2.40,2.48,2.30",,,,,,,,,,,
22,"
","
",1987,平局,平局,0.3413,平局,0.0003,,34,0,0,0,1,0,2,3,1,"0.31,0.34,0.47,0.19,0.25",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.00,0.01,0.06,0.08",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.25,2.40,2.40,2.48,2.30",,,,,,,,,,,
22,"
","
",641,平局,平局,0.4743,平局,0.0153,,48,0,0,0,1,0,2,3,1,"0.31,0.34,0.47,0.19,0.25",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.00,0.01,0.06,0.08",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.25,2.40,2.40,2.48,2.30",,,,,,,,,,,
22,"
","
",966,主胜,平局,0.197,平局,0.0603,,25,0,0,0,1,0,2,3,1,"0.31,0.34,0.47,0.19,0.25",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.00,0.01,0.06,0.08",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.25,2.40,2.40,2.48,2.30",,,,,,,,,,,
22,"
","
",792,客胜,平局,0.2517,平局,0.0898,,33,0,0,0,1,0,2,3,1,"0.31,0.34,0.47,0.19,0.25",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.00,0.01,0.06,0.08",1,0.00|0.03|0.06,0.00|0.03|0.06,"2.25,2.40,2.40,2.48,2.30",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"
","
",2220,客胜,主胜,0.0623,平局,0.0798,"左边有一个0.06时  右边还是有大的（如果存在）
横向的6=7有 不受7下面6的影响
这种6-7 16-17有（任意情况下都有）
14+13=20+7有
17+7=18+6 有",13,1,0,0,0,3,1,5,1,"0.06,0.18,0.14,0.12,0.20",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.17",0,"
","
","2.20,2.25,2.25,3.16,2.63",0,0,,,,,,,,,
23,"
","
",250,平局,主胜,0.1878,平局,0.0696,,24,1,0,0,0,3,1,5,1,"0.06,0.18,0.14,0.12,0.20",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.17",0,"
","
","2.20,2.25,2.25,3.16,2.63",0,0,,,,,,,,,
23,"
","
",1067,平局,主胜,0.141,平局,0.1394,,27,1,0,0,0,3,1,5,1,"0.06,0.18,0.14,0.12,0.20",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.17",0,"
","
","2.20,2.25,2.25,3.16,2.63",0,0,,,,,,,,,
23,"
","
",2047,平局,主胜,0.1243,平局,0.1643,,28,1,0,0,0,3,1,5,1,"0.06,0.18,0.14,0.12,0.20",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.17",0,"
","
","2.20,2.25,2.25,3.16,2.63",0,0,,,,,,,,,
23,"
","
",1291,平局,主胜,0.2057,平局,0.1785,,37,1,0,0,0,3,1,5,1,"0.06,0.18,0.14,0.12,0.20",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.17",0,"
","
","2.20,2.25,2.25,3.16,2.63",0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,"
18-17-17 没有的
横向的18=18没有
两个18+11=30没有",36,0,0,0,0,1,1,2,0,"0.18,0.25,0.16,0.27,0.30",0,"
","
","0.18,0.17,0.30,0.17,0.11",0,"
","
","5.00,3.25,4.90,3.89,4.40",1,1,Pinnacle:3.89 < William Hill:4.40 < Interwetten:4.90 | d1=0.51 d2=0.50 |Δ|=0.01,,,,,,,,
24,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,,42,0,0,0,0,1,1,2,0,"0.18,0.25,0.16,0.27,0.30",0,"
","
","0.18,0.17,0.30,0.17,0.11",0,"
","
","5.00,3.25,4.90,3.89,4.40",1,1,Pinnacle:3.89 < William Hill:4.40 < Interwetten:4.90 | d1=0.51 d2=0.50 |Δ|=0.01,,,,,,,,
24,"
","
",1997,客胜,客胜,0.1686,客胜,0.3095,,46,0,0,0,0,1,1,2,0,"0.18,0.25,0.16,0.27,0.30",0,"
","
","0.18,0.17,0.30,0.17,0.11",0,"
","
","5.00,3.25,4.90,3.89,4.40",1,1,Pinnacle:3.89 < William Hill:4.40 < Interwetten:4.90 | d1=0.51 d2=0.50 |Δ|=0.01,,,,,,,,
24,"
","
",228,客胜,客胜,0.2751,客胜,0.1761,,44,0,0,0,0,1,1,2,0,"0.18,0.25,0.16,0.27,0.30",0,"
","
","0.18,0.17,0.30,0.17,0.11",0,"
","
","5.00,3.25,4.90,3.89,4.40",1,1,Pinnacle:3.89 < William Hill:4.40 < Interwetten:4.90 | d1=0.51 d2=0.50 |Δ|=0.01,,,,,,,,
24,"
","
",1809,平局,客胜,0.3063,客胜,0.1151,,41,0,0,0,0,1,1,2,0,"0.18,0.25,0.16,0.27,0.30",0,"
","
","0.18,0.17,0.30,0.17,0.11",0,"
","
","5.00,3.25,4.90,3.89,4.40",1,1,Pinnacle:3.89 < William Hill:4.40 < Interwetten:4.90 | d1=0.51 d2=0.50 |Δ|=0.01,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,"左边两个20  右边两个0.02 有
18=18没有
18+2=20没有！！！
右边的：0-2-4  0-2-4没有（因为有一个是连续的3个）
这种20+0=20没有!!!（20在同一边没有）",8,0,0,1,0,0,0,1,1,"0.06,0.01,0.20,0.20,0.18",0,"
","
","0.02,0.04,0.00,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.60,2.65,2.84,2.50",1,1,,,,,,,,,
25,"
","
",693,客胜,客胜,0.016,客胜,0.0427,,5,0,0,1,0,0,0,1,1,"0.06,0.01,0.20,0.20,0.18",0,"
","
","0.02,0.04,0.00,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.60,2.65,2.84,2.50",1,1,,,,,,,,,
25,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,,20,0,0,1,0,0,0,1,1,"0.06,0.01,0.20,0.20,0.18",0,"
","
","0.02,0.04,0.00,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.60,2.65,2.84,2.50",1,1,,,,,,,,,
25,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,,22,0,0,1,0,0,0,1,1,"0.06,0.01,0.20,0.20,0.18",0,"
","
","0.02,0.04,0.00,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.60,2.65,2.84,2.50",1,1,,,,,,,,,
25,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,,36,0,0,1,0,0,0,1,1,"0.06,0.01,0.20,0.20,0.18",0,"
","
","0.02,0.04,0.00,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.60,2.65,2.84,2.50",1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,"左边两个20  右边两个0.02 有
2=2有
右边的0-2-4  0-2-4没 有（因为有三个连续的）
18+2=20没有！！
2+2=4有!!!",8,0,0,0,0,0,0,0,0,"0.06,0.01,0.20,0.18,0.20",0,"
","
","0.02,0.04,0.00,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.70,2.70,3.03,2.90",0,0,,,,,,,,,
26,"
","
",693,客胜,客胜,0.016,客胜,0.0427,,5,0,0,0,0,0,0,0,0,"0.06,0.01,0.20,0.18,0.20",0,"
","
","0.02,0.04,0.00,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.70,2.70,3.03,2.90",0,0,,,,,,,,,
26,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,,20,0,0,0,0,0,0,0,0,"0.06,0.01,0.20,0.18,0.20",0,"
","
","0.02,0.04,0.00,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.70,2.70,3.03,2.90",0,0,,,,,,,,,
26,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,,36,0,0,0,0,0,0,0,0,"0.06,0.01,0.20,0.18,0.20",0,"
","
","0.02,0.04,0.00,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.70,2.70,3.03,2.90",0,0,,,,,,,,,
26,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,,22,0,0,0,0,0,0,0,0,"0.06,0.01,0.20,0.18,0.20",0,"
","
","0.02,0.04,0.00,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.63,2.70,2.70,3.03,2.90",0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,"
右边的0-2-4  0-2-4 没有
左边两个20  右边两个0.02 有
18=18 右边的18+0=右边的18有   平行的两个 18+0=18有
这个18+2=20没有",20,1,0,0,0,0,0,1,1,"0.20,0.06,0.01,0.20,0.18",0,"
","
","0.00,0.02,0.04,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.40,2.40,2.20,2.05,2.20",0,0,,,,,,,,,
27,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,,8,1,0,0,0,0,0,1,1,"0.20,0.06,0.01,0.20,0.18",0,"
","
","0.00,0.02,0.04,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.40,2.40,2.20,2.05,2.20",0,0,,,,,,,,,
27,"
","
",693,客胜,客胜,0.016,客胜,0.0427,,5,1,0,0,0,0,0,1,1,"0.20,0.06,0.01,0.20,0.18",0,"
","
","0.00,0.02,0.04,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.40,2.40,2.20,2.05,2.20",0,0,,,,,,,,,
27,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,,22,1,0,0,0,0,0,1,1,"0.20,0.06,0.01,0.20,0.18",0,"
","
","0.00,0.02,0.04,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.40,2.40,2.20,2.05,2.20",0,0,,,,,,,,,
27,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,,36,1,0,0,0,0,0,1,1,"0.20,0.06,0.01,0.20,0.18",0,"
","
","0.00,0.02,0.04,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"2.40,2.40,2.20,2.05,2.20",0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"
","
",1348,主胜,客胜,0.2642,主胜,0.0273,"8-8  2-2有后 
还是可以有2-2 6-7了
40没有！！
8+0=8没有！！",28,0,0,1,2,0,0,3,1,"0.26,0.08,0.12,0.08,0.40",1,0.12|0.26|0.40,0.12|0.26|0.40,"0.02,0.00,0.06,0.02,0.07",0,"
","
","1.60,1.57,1.60,1.56,1.62",1,,,,,,,,,,
28,"
","
",79,主胜,客胜,0.0817,主胜,0.0087,,8,0,0,1,2,0,0,3,1,"0.26,0.08,0.12,0.08,0.40",1,0.12|0.26|0.40,0.12|0.26|0.40,"0.02,0.00,0.06,0.02,0.07",0,"
","
","1.60,1.57,1.60,1.56,1.62",1,,,,,,,,,,
28,"
","
",1853,平局,客胜,0.1207,主胜,0.062,,18,0,0,1,2,0,0,3,1,"0.26,0.08,0.12,0.08,0.40",1,0.12|0.26|0.40,0.12|0.26|0.40,"0.02,0.00,0.06,0.02,0.07",0,"
","
","1.60,1.57,1.60,1.56,1.62",1,,,,,,,,,,
28,"
","
",1189,主胜,客胜,0.0844,主胜,0.021,,10,0,0,1,2,0,0,3,1,"0.26,0.08,0.12,0.08,0.40",1,0.12|0.26|0.40,0.12|0.26|0.40,"0.02,0.00,0.06,0.02,0.07",0,"
","
","1.60,1.57,1.60,1.56,1.62",1,,,,,,,,,,
28,"
","
",2145,客胜,客胜,0.4065,主胜,0.074,,47,0,0,1,2,0,0,3,1,"0.26,0.08,0.12,0.08,0.40",1,0.12|0.26|0.40,0.12|0.26|0.40,"0.02,0.00,0.06,0.02,0.07",0,"
","
","1.60,1.57,1.60,1.56,1.62",1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"
","
",2206,主胜,客胜,0.3931,客胜,0.0263,"左边的：39-37-41没有（因为连续的在三个中间）
右边的：这种2-3-4没有
39-39 2-2有
没有37+2=39
这种形式的2-2 -4-3还是有（可以在任何位置的）
39+2+3=44没有
2=3有；两个39+2=41（需要正好41）都有，这个时候还是有39+2=39+2
37+7=44有",41,0,0,0,1,2,0,3,1,"0.39,0.39,0.37,0.41,0.44",1,0.37|0.39|0.41,0.37|0.39|0.41,"0.02,0.02,0.07,0.04,0.03",1,0.02|0.03|0.04,0.02|0.03|0.04,"2.50,2.45,2.50,2.35,2.45",0,0,"
","3.70,3.70,3.75,3.76,3.60",0,0,"
",,,,
29,"
","
",2033,主胜,客胜,0.3935,客胜,0.02,,41,0,0,0,1,2,0,3,1,"0.39,0.39,0.37,0.41,0.44",1,0.37|0.39|0.41,0.37|0.39|0.41,"0.02,0.02,0.07,0.04,0.03",1,0.02|0.03|0.04,0.02|0.03|0.04,"2.50,2.45,2.50,2.35,2.45",0,0,"
","3.70,3.70,3.75,3.76,3.60",0,0,"
",,,,
29,"
","
",2083,客胜,客胜,0.3768,客胜,0.0781,,44,0,0,0,1,2,0,3,1,"0.39,0.39,0.37,0.41,0.44",1,0.37|0.39|0.41,0.37|0.39|0.41,"0.02,0.02,0.07,0.04,0.03",1,0.02|0.03|0.04,0.02|0.03|0.04,"2.50,2.45,2.50,2.35,2.45",0,0,"
","3.70,3.70,3.75,3.76,3.60",0,0,"
",,,,
29,"
","
",2231,客胜,客胜,0.4198,客胜,0.047,,45,0,0,0,1,2,0,3,1,"0.39,0.39,0.37,0.41,0.44",1,0.37|0.39|0.41,0.37|0.39|0.41,"0.02,0.02,0.07,0.04,0.03",1,0.02|0.03|0.04,0.02|0.03|0.04,"2.50,2.45,2.50,2.35,2.45",0,0,"
","3.70,3.70,3.75,3.76,3.60",0,0,"
",,,,
29,"
","
",2173,客胜,客胜,0.4498,客胜,0.0321,,47,0,0,0,1,2,0,3,1,"0.39,0.39,0.37,0.41,0.44",1,0.37|0.39|0.41,0.37|0.39|0.41,"0.02,0.02,0.07,0.04,0.03",1,0.02|0.03|0.04,0.02|0.03|0.04,"2.50,2.45,2.50,2.35,2.45",0,0,"
","3.70,3.70,3.75,3.76,3.60",0,0,"
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"
","
",1348,主胜,客胜,0.2642,主胜,0.0273,"
45-46 1-1有后
就不能有1-1-2了（本来也就没有1-1-2）
这种1-4-7没有 因为一个1-4-7是连续3个且在中间，
1=2没有
40+7=46+1有
 42+4=46有 45+1=46有 这个时候也有42+4=45+1了",28,0,1,0,1,1,0,3,1,"0.26,0.40,0.42,0.45,0.46",0,"
","
","0.02,0.07,0.04,0.01,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.55,2.50,2.60,2.38,2.50",1,2,立博:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00； William Hill:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00,,,,,,,,
30,"
","
",2145,客胜,客胜,0.4065,主胜,0.074,,47,0,1,0,1,1,0,3,1,"0.26,0.40,0.42,0.45,0.46",0,"
","
","0.02,0.07,0.04,0.01,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.55,2.50,2.60,2.38,2.50",1,2,立博:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00； William Hill:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00,,,,,,,,
30,"
","
",399,客胜,客胜,0.4299,主胜,0.0428,,46,0,1,0,1,1,0,3,1,"0.26,0.40,0.42,0.45,0.46",0,"
","
","0.02,0.07,0.04,0.01,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.55,2.50,2.60,2.38,2.50",1,2,立博:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00； William Hill:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00,,,,,,,,
30,"
","
",457,客胜,客胜,0.4537,主胜,0.0118,,46,0,1,0,1,1,0,3,1,"0.26,0.40,0.42,0.45,0.46",0,"
","
","0.02,0.07,0.04,0.01,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.55,2.50,2.60,2.38,2.50",1,2,立博:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00； William Hill:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00,,,,,,,,
30,"
","
",58,客胜,客胜,0.4689,主胜,0.0148,,47,0,1,0,1,1,0,3,1,"0.26,0.40,0.42,0.45,0.46",0,"
","
","0.02,0.07,0.04,0.01,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.55,2.50,2.60,2.38,2.50",1,2,立博:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00； William Hill:2.50 < Bet365:2.55 < Interwetten:2.60 | d1=0.05 d2=0.05 |Δ|=0.00,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,"
这个18=18没有  
18+18=37没有
这种0 20-30  0-11没有（要相等才行）
左边的：20-25-30（单独的这种特殊情况是没有的）!!
18+7=25有 另外一个18+7=25有  这个时候还是有了18+7=18+7",36,0,1,0,0,1,1,3,1,"0.18,0.20,0.25,0.30,0.37",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.00,0.17,0.11,0.07",0,"
",,,,,,,,,,,,,
31,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,,20,0,1,0,0,1,1,3,1,"0.18,0.20,0.25,0.30,0.37",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.00,0.17,0.11,0.07",0,"
",,,,,,,,,,,,,
