比赛编号,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,比赛结果
1160,(1)1-2,(1)1-2,(1)0-1,(4)0-4,(3)4-1,(1)0-1,平局
1161,(3)0-3,(1)1-2,(1)0-1,(2)1-3,(2)1-3,(2)1-3,客胜
1162,(2)3-1,(2)1-3,(4)0-4,(4)0-4,(5)0-5,(4)1-5,平局
1163,(0)1-1,(1)2-1,(3)4-1,(2)0-2,(0)1-1,(3)1-4,平局
1164,(3)1-4,(1)0-1,(8)1-9,(3)0-3,(1)1-2,(2)0-2,客胜
1165,(1)4-5,(4)1-5,(3)3-6,(1)2-3,(3)5-2,(4)5-1,主胜
1166,(1)4-5,(3)4-7,(6)1-7,(1)2-3,(3)0-3,(7)0-7,主胜
1167,(1)4-5,(9)0-9,(5)0-5,(2)0-2,(2)0-2,(1)0-1,客胜
1168,(1)0-1,(0)0-0,(3)0-3,(1)0-1,(9)0-9,(7)1-8,客胜
1169,(1)2-1,(2)3-1,(2)3-1,(1)0-1,(1)0-1,(0)1-1,平局
1170,(0)2-2,(0)2-2,(1)1-2,(1)3-2,(1)2-1,(0)1-1,客胜
1171,(2)0-2,(2)2-4,(2)2-4,(0)0-0,(1)0-1,(0)1-1,平局
1172,(3)5-2,(3)4-7,(4)4-8,(2)0-2,(3)0-3,(2)5-3,主胜
1173,(10)3-13,(11)12-1,(8)10-2,(1)1-2,(1)1-2,(0)3-3,平局
1174,(4)5-1,(1)1-2,(2)1-3,(1)2-1,(0)2-2,(4)0-4,主胜
1175,(5)6-1,(0)7-7,(14)0-14,(1)1-2,(2)3-1,(1)5-4,客胜
1176,(0)1-1,(2)0-2,(3)5-2,(6)1-7,(0)1-1,(1)2-3,客胜
1177,(0)2-2,(2)4-2,(1)4-5,(1)0-1,(1)0-1,(0)1-1,主胜
1178,(2)2-4,(6)0-6,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
1179,(10)3-13,(1)7-6,(4)5-1,(1)1-2,(1)0-1,(1)1-2,平局
1180,(9)11-2,(0)1-1,(0)1-1,(0)3-3,(1)2-1,(2)0-2,平局
1181,(3)1-4,(2)2-4,(5)2-7,(5)1-6,(0)1-1,(1)0-1,客胜
1182,(1)4-5,(8)1-9,(8)9-1,(1)1-2,(1)1-2,(1)1-2,客胜
1183,(0)1-1,(3)5-2,(3)5-2,(6)1-7,(2)1-3,(1)2-3,客胜
1184,(3)4-1,(5)0-5,(2)0-2,(1)2-1,(1)0-1,(2)0-2,客胜
1185,(3)0-3,(1)2-1,(2)0-2,(3)1-4,(1)1-2,(0)2-2,主胜
1186,(2)6-4,(0)2-2,(1)2-1,(1)0-1,(0)0-0,(1)0-1,平局
1187,(7)9-2,(3)4-7,(1)4-5,(1)2-3,(3)0-3,(4)7-3,主胜
1188,(2)0-2,(2)0-2,(1)2-1,(1)0-1,(1)0-1,(1)0-1,客胜
1189,(4)0-4,(10)4-14,(10)2-12,(2)2-4,(4)0-4,(3)4-7,主胜
1190,(2)1-3,(5)1-6,(7)0-7,(2)0-2,(0)1-1,(1)0-1,主胜
1191,(2)0-2,(1)0-1,(1)0-1,(0)1-1,(2)0-2,(1)0-1,客胜
1192,(2)2-4,(6)0-6,(19)0-19,(1)0-1,(1)0-1,(1)0-1,主胜
1193,(0)1-1,(1)2-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
1194,(7)9-2,(3)4-7,(0)4-4,(1)2-3,(3)0-3,(2)3-5,主胜
1195,(0)1-1,(1)0-1,(4)0-4,(1)2-1,(3)4-1,(2)3-1,主胜
1196,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1197,(2)3-1,(0)1-1,(1)2-1,(1)0-1,(3)1-4,(2)1-3,客胜
1198,(4)6-2,(2)4-2,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1199,(2)0-2,(1)2-1,(1)0-1,(5)0-5,(1)2-3,(3)2-5,主胜
1200,(0)1-1,(1)2-1,(0)2-2,(0)0-0,(3)0-3,(3)0-3,客胜
1201,(10)3-13,(4)10-6,(6)0-6,(1)1-2,(1)1-2,(1)0-1,平局
1202,(10)0-10,(8)1-9,(6)3-9,(7)2-9,(9)0-9,(2)9-7,主胜
1203,(0)2-2,(2)0-2,(0)2-2,(0)2-2,(2)0-2,(3)0-3,平局
1204,(6)0-6,(8)0-8,(8)0-8,(4)0-4,(5)0-5,(3)5-2,主胜
1205,(10)3-13,(4)10-6,(5)10-5,(1)1-2,(1)1-2,(3)0-3,平局
1206,(1)2-1,(6)7-1,(2)5-3,(1)3-2,(5)0-5,(3)2-5,主胜
1207,(0)2-2,(2)2-4,(9)13-4,(3)1-4,(5)0-5,(3)5-8,平局
1208,(0)1-1,(1)0-1,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
1209,(2)6-4,(3)4-1,(1)2-3,(1)0-1,(1)0-1,(1)0-1,平局
1210,(2)0-2,(4)0-4,(4)0-4,(1)0-1,(0)1-1,(0)1-1,主胜
1211,(1)2-1,(1)0-1,(1)2-1,(1)3-2,(3)2-5,(2)0-2,主胜
1212,(0)6-6,(3)6-9,(7)2-9,(1)3-2,(4)6-2,(2)3-5,平局
1213,(4)6-2,(0)4-4,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1214,(2)2-4,(3)6-3,(3)0-3,(2)0-2,(0)1-1,(1)0-1,主胜
1215,(9)10-1,(0)1-1,(1)3-2,(1)0-1,(1)1-2,(1)1-2,平局
1216,(2)0-2,(2)4-2,(4)2-6,(1)0-1,(1)0-1,(1)0-1,主胜
1217,(0)1-1,(2)1-3,(3)4-1,(6)7-1,(0)1-1,(1)2-1,平局
1218,(2)0-2,(0)1-1,(0)1-1,(3)1-4,(2)2-4,(0)2-2,主胜
1219,(3)3-6,(1)4-5,(1)4-5,(0)5-5,(1)2-3,(4)7-3,主胜
1220,(4)6-2,(2)4-2,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1221,(1)4-5,(9)0-9,(4)0-4,(2)0-2,(2)0-2,(1)0-1,客胜
1222,(2)5-3,(2)1-3,(7)1-8,(5)1-6,(7)1-8,(6)1-7,客胜
1223,(0)2-2,(0)4-4,(3)4-1,(1)0-1,(1)0-1,(1)0-1,主胜
1224,(1)0-1,(2)0-2,(0)2-2,(4)2-6,(4)2-6,(2)5-3,平局
1225,(1)0-1,(2)0-2,(1)1-2,(4)2-6,(4)2-6,(6)7-1,平局
1226,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
1227,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
1228,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1229,(2)0-2,(1)0-1,(1)0-1,(1)0-1,(1)1-2,(1)2-1,客胜
1230,(1)1-2,(1)0-1,(4)0-4,(6)2-8,(10)0-10,(13)0-13,主胜
1231,(2)0-2,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
1232,(4)1-5,(2)3-1,(5)3-8,(1)2-3,(3)2-5,(11)2-13,客胜
1233,(1)2-1,(0)3-3,(4)1-5,(3)4-7,(5)2-7,(2)0-2,客胜
1234,(4)2-6,(0)2-2,(4)4-8,(1)0-1,(3)1-4,(3)1-4,主胜
1235,(0)1-1,(1)0-1,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
1236,(0)1-1,(3)4-1,(4)0-4,(0)1-1,(1)1-2,(0)3-3,客胜
1237,(0)1-1,(1)1-2,(1)1-2,(1)1-2,(1)1-2,(1)2-1,平局
1238,(0)0-0,(1)0-1,(0)1-1,(0)1-1,(0)2-2,(4)0-4,平局
1239,(1)1-2,(1)0-1,(1)0-1,(4)0-4,(1)0-1,(0)1-1,平局
1240,(4)1-5,(3)2-5,(1)1-2,(2)3-1,(0)3-3,(2)3-1,主胜
1241,(2)0-2,(1)2-1,(2)1-3,(5)0-5,(1)2-3,(2)1-3,主胜
1242,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1243,(0)2-2,(9)11-2,(5)11-6,(3)1-4,(3)5-8,(13)0-13,平局
1244,(3)1-4,(1)5-4,(3)4-1,(3)0-3,(1)2-1,(0)1-1,客胜
1245,(1)2-1,(1)2-3,(1)2-1,(1)0-1,(1)0-1,(3)0-3,平局
1246,(2)1-3,(4)0-4,(4)0-4,(0)1-1,(3)1-4,(4)5-1,平局
1247,(2)4-2,(9)11-2,(7)11-4,(1)0-1,(1)0-1,(1)0-1,主胜
1248,(0)1-1,(2)2-4,(2)2-4,(6)1-7,(0)1-1,(1)2-1,客胜
1249,(0)1-1,(4)1-5,(2)3-5,(1)0-1,(1)0-1,(0)1-1,平局
1250,(0)0-0,(3)0-3,(3)0-3,(0)1-1,(2)0-2,(5)0-5,平局
1251,(3)6-3,(7)8-1,(6)2-8,(2)3-5,(5)8-3,(1)3-2,平局
1252,(2)0-2,(1)2-1,(1)2-1,(1)0-1,(1)0-1,(0)1-1,客胜
1253,(5)0-5,(18)0-18,(17)18-1,(6)0-6,(4)1-5,(4)1-5,客胜
1254,(1)4-5,(1)5-4,(5)0-5,(2)0-2,(1)2-1,(1)0-1,客胜
1255,(3)0-3,(1)0-1,(1)0-1,(8)0-8,(10)0-10,(8)10-2,主胜
1256,(7)0-7,(0)0-0,(4)0-4,(4)0-4,(2)3-1,(1)0-1,平局
1257,(10)12-2,(6)12-6,(10)14-4,(1)0-1,(3)4-1,(0)2-2,平局
1258,(2)5-3,(1)4-3,(1)3-4,(5)1-6,(1)0-1,(9)0-9,客胜
1259,(0)1-1,(2)0-2,(1)0-1,(1)2-1,(1)2-1,(3)0-3,客胜
1260,(3)4-1,(5)6-1,(4)7-3,(4)6-2,(6)8-2,(9)1-10,客胜
1261,(8)13-5,(6)12-6,(5)11-6,(5)0-5,(1)5-6,(6)0-6,客胜
1262,(1)2-1,(1)2-1,(1)2-1,(1)2-1,(1)2-1,(1)0-1,客胜
1263,(2)0-2,(0)0-0,(2)0-2,(4)1-5,(7)1-8,(8)9-1,平局
1264,(3)1-4,(1)0-1,(8)1-9,(3)0-3,(1)1-2,(2)0-2,客胜
1265,(1)1-2,(0)1-1,(7)2-9,(7)4-11,(15)0-15,(3)6-9,主胜
1266,(7)0-7,(2)9-7,(2)9-7,(0)0-0,(0)0-0,(6)0-6,平局
1267,(6)3-9,(4)9-5,(5)0-5,(7)2-9,(1)2-3,(1)3-2,主胜
1268,(3)2-5,(1)4-5,(2)3-1,(4)5-1,(0)5-5,(2)5-7,客胜
1269,(1)0-1,(4)0-4,(3)1-4,(1)0-1,(6)0-6,(2)2-4,客胜
1270,(3)1-4,(8)1-9,(8)1-9,(3)0-3,(1)1-2,(2)0-2,客胜
1271,(3)4-1,(5)0-5,(9)0-9,(1)2-1,(1)0-1,(2)0-2,客胜
1272,(3)2-5,(7)0-7,(4)0-4,(0)1-1,(1)1-2,(2)4-2,主胜
1273,(1)0-1,(3)1-4,(0)2-2,(3)5-2,(3)5-2,(1)3-2,客胜
1274,(1)0-1,(3)1-4,(0)2-2,(3)5-2,(3)5-2,(1)3-2,客胜
1275,(2)4-2,(0)2-2,(7)11-4,(1)0-1,(1)0-1,(1)0-1,主胜
1276,(2)3-5,(3)2-5,(2)2-4,(0)2-2,(2)4-2,(5)6-1,平局
1277,(3)1-4,(8)1-9,(8)1-9,(3)0-3,(1)1-2,(2)0-2,客胜
1278,(0)3-3,(0)6-6,(2)5-7,(3)0-3,(12)0-12,(10)2-12,主胜
1279,(1)2-1,(2)3-1,(1)3-4,(3)4-1,(3)4-1,(3)1-4,平局
1280,(1)4-5,(9)0-9,(1)5-4,(2)0-2,(2)0-2,(1)2-1,客胜
1281,(0)1-1,(1)1-2,(0)2-2,(0)1-1,(2)2-4,(0)3-3,客胜
1282,(4)1-5,(5)11-6,(16)1-17,(6)0-6,(6)0-6,(1)5-6,客胜
1283,(8)10-2,(2)5-7,(7)0-7,(3)6-3,(2)3-1,(0)1-1,主胜
1284,(3)4-1,(5)0-5,(1)5-6,(9)12-3,(1)4-3,(4)11-7,主胜
1285,(1)0-1,(6)0-6,(6)0-6,(1)0-1,(14)0-14,(5)9-14,客胜
1286,(1)1-2,(12)13-1,(13)14-1,(3)5-2,(1)3-2,(5)0-5,平局
1287,(3)1-4,(1)5-4,(5)0-5,(3)0-3,(1)2-1,(1)0-1,客胜
1288,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1289,(2)5-7,(0)5-5,(0)5-5,(8)1-9,(10)0-10,(7)10-3,主胜
1290,(0)1-1,(2)3-1,(4)0-4,(1)2-1,(0)1-1,(2)3-1,主胜
1291,(2)2-4,(4)6-2,(5)6-11,(4)7-3,(3)6-3,(7)1-8,平局
1292,(3)7-4,(3)7-4,(7)11-4,(3)3-6,(1)3-2,(1)2-1,主胜
1293,(1)4-5,(3)5-2,(1)4-3,(1)2-3,(2)0-2,(4)0-4,主胜
1294,(1)1-2,(2)0-2,(1)1-2,(5)0-5,(5)0-5,(4)5-1,客胜
1295,(0)4-4,(2)4-2,(1)2-3,(0)0-0,(1)0-1,(1)1-2,主胜
1296,(3)3-6,(5)1-6,(2)5-7,(6)9-3,(10)2-12,(10)2-12,主胜
1297,(1)4-3,(0)4-4,(3)8-5,(8)1-9,(3)6-3,(2)4-2,主胜
1298,(0)1-1,(2)2-4,(2)2-4,(6)1-7,(0)1-1,(1)2-1,客胜
1299,(1)4-5,(7)8-1,(0)4-4,(1)1-2,(2)0-2,(3)0-3,客胜
1300,(1)2-1,(0)3-3,(2)3-1,(1)3-2,(3)0-3,(4)0-4,主胜
1301,(1)4-5,(7)8-1,(0)4-4,(1)1-2,(2)0-2,(3)0-3,客胜
1302,(1)2-1,(1)2-1,(1)0-1,(8)1-9,(8)1-9,(8)9-1,客胜
1303,(1)2-1,(1)1-2,(1)2-1,(3)1-4,(1)2-3,(2)1-3,客胜
1304,(2)2-4,(0)3-3,(2)3-1,(1)3-2,(3)0-3,(0)0-0,主胜
1305,(1)4-3,(6)7-1,(2)3-1,(8)1-9,(5)1-6,(5)6-1,主胜
1306,(10)1-11,(17)1-18,(15)2-17,(3)0-3,(0)3-3,(3)0-3,主胜
1307,(10)1-11,(10)2-12,(9)2-11,(1)1-2,(1)0-1,(3)0-3,客胜
1308,(1)4-5,(3)5-2,(6)1-7,(1)2-3,(2)0-2,(7)0-7,主胜
1309,(3)1-4,(1)3-4,(1)2-3,(3)0-3,(2)3-1,(0)1-1,客胜
1310,(1)7-6,(3)8-5,(5)8-3,(1)0-1,(1)0-1,(1)0-1,主胜
1311,(4)1-5,(5)0-5,(1)0-1,(4)0-4,(3)1-4,(0)1-1,客胜
1312,(1)3-2,(1)1-2,(7)8-1,(2)3-5,(7)8-1,(1)2-1,主胜
1313,(5)5-10,(5)5-10,(0)5-5,(3)6-3,(5)2-7,(6)7-1,主胜
1314,(1)7-6,(7)0-7,(5)1-6,(3)0-3,(1)3-2,(5)0-5,主胜
1315,(4)0-4,(0)2-2,(8)10-2,(2)0-2,(0)2-2,(2)1-3,客胜
1316,(4)6-2,(0)2-2,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1317,(2)2-4,(0)2-2,(12)2-14,(5)0-5,(3)1-4,(1)0-1,主胜
1318,(1)4-5,(3)5-2,(5)2-7,(1)2-3,(2)0-2,(12)0-12,主胜
1319,(4)1-5,(3)5-2,(1)3-4,(0)0-0,(0)0-0,(1)0-1,主胜
1320,(3)1-4,(3)2-5,(1)4-3,(3)0-3,(4)0-4,(4)0-4,客胜
1321,(4)4-8,(10)2-12,(6)10-4,(5)0-5,(5)0-5,(0)0-0,主胜
1322,(3)0-3,(3)0-3,(1)1-2,(8)0-8,(6)8-2,(8)2-10,主胜
1323,(4)5-1,(3)5-2,(2)2-4,(0)4-4,(2)1-3,(0)1-1,客胜
1324,(10)3-13,(1)7-6,(4)5-1,(1)1-2,(1)0-1,(1)1-2,平局
1325,(3)4-1,(0)1-1,(1)2-1,(0)1-1,(1)2-1,(2)5-3,平局
1326,(2)6-8,(6)10-4,(6)2-8,(0)0-0,(0)0-0,(5)0-5,平局
1327,(0)1-1,(1)0-1,(1)1-2,(2)0-2,(0)1-1,(0)1-1,客胜
1328,(2)0-2,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1329,(3)5-2,(6)7-1,(4)4-8,(2)0-2,(5)0-5,(2)5-3,主胜
1330,(3)4-1,(3)7-4,(2)11-13,(7)0-7,(7)0-7,(6)7-1,主胜
1331,(0)1-1,(1)2-1,(1)2-1,(1)0-1,(1)0-1,(1)0-1,主胜
1332,(1)0-1,(3)1-4,(2)2-4,(1)3-2,(4)1-5,(6)0-6,平局
1333,(1)1-2,(2)3-1,(6)3-9,(5)0-5,(7)0-7,(4)3-7,平局
1334,(1)1-2,(0)1-1,(2)0-2,(3)5-2,(1)2-1,(0)3-3,平局
1335,(1)2-1,(1)1-2,(1)1-2,(1)1-2,(1)1-2,(1)1-2,客胜
1336,(12)13-1,(11)3-14,(3)10-7,(1)0-1,(1)1-2,(1)1-2,平局
1337,(2)4-2,(0)2-2,(4)0-4,(2)3-1,(2)2-4,(6)0-6,客胜
1338,(1)2-3,(5)0-5,(4)0-4,(0)1-1,(1)0-1,(2)0-2,客胜
1339,(2)1-3,(0)2-2,(1)2-1,(0)1-1,(5)6-1,(2)4-2,平局
1340,(0)2-2,(2)0-2,(2)0-2,(1)2-1,(1)2-1,(1)3-2,客胜
1341,(1)4-5,(7)2-9,(4)2-6,(3)2-5,(2)5-3,(2)3-1,平局
1342,(1)1-2,(0)2-2,(3)4-1,(4)6-2,(5)6-1,(1)2-1,平局
1343,(0)0-0,(2)0-2,(1)2-1,(1)0-1,(1)0-1,(1)0-1,客胜
1344,(5)0-5,(3)5-2,(5)6-1,(3)1-4,(4)1-5,(6)0-6,客胜
1345,(4)0-4,(6)0-6,(4)6-2,(1)0-1,(1)0-1,(0)0-0,主胜
1346,(2)2-4,(4)0-4,(19)0-19,(1)0-1,(1)0-1,(1)0-1,主胜
1347,(2)6-8,(12)2-14,(8)12-4,(0)0-0,(1)0-1,(1)0-1,主胜
1348,(10)4-14,(4)0-4,(22)0-22,(2)2-4,(2)2-4,(1)2-1,主胜
1349,(3)4-1,(1)3-2,(2)3-1,(0)1-1,(2)3-1,(2)4-2,平局
1350,(2)5-3,(1)4-3,(5)2-7,(5)1-6,(1)0-1,(1)0-1,客胜
1351,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1352,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1353,(3)1-4,(2)2-4,(2)2-4,(3)5-2,(7)0-7,(6)1-7,主胜
1354,(0)3-3,(1)3-4,(2)7-5,(3)0-3,(2)3-5,(7)12-5,主胜
1355,(5)0-5,(7)0-7,(4)7-3,(0)1-1,(1)1-2,(0)1-1,主胜
1356,(10)3-13,(1)7-6,(4)5-1,(1)1-2,(1)0-1,(1)1-2,平局
1357,(4)6-2,(2)4-2,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1358,(6)7-1,(8)9-1,(9)0-9,(1)0-1,(1)0-1,(1)0-1,主胜
1359,(2)1-3,(4)0-4,(4)0-4,(0)1-1,(3)1-4,(4)5-1,平局
1360,(6)7-1,(2)1-3,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1361,(3)2-5,(7)0-7,(8)0-8,(0)1-1,(1)1-2,(5)2-7,主胜
1362,(7)12-5,(6)11-5,(10)11-1,(3)0-3,(1)3-4,(6)7-1,主胜
1363,(5)1-6,(4)1-5,(0)1-1,(0)0-0,(1)0-1,(1)1-2,平局
1364,(1)3-4,(2)2-4,(2)2-4,(3)0-3,(3)0-3,(2)3-1,平局
1365,(2)0-2,(1)0-1,(1)0-1,(0)1-1,(2)0-2,(1)0-1,客胜
1366,(14)0-14,(8)0-8,(2)3-5,(0)0-0,(5)0-5,(5)0-5,客胜
1367,(1)2-1,(3)0-3,(0)3-3,(2)0-2,(1)2-3,(3)0-3,主胜
1368,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1369,(1)2-1,(6)7-1,(2)5-3,(1)3-2,(5)0-5,(3)2-5,主胜
1370,(5)7-2,(2)0-2,(2)0-2,(0)0-0,(0)0-0,(3)0-3,平局
1371,(2)5-3,(2)5-3,(1)4-3,(5)1-6,(3)3-6,(1)2-1,客胜
1372,(4)2-6,(14)20-6,(21)5-26,(1)0-1,(7)0-7,(3)5-2,主胜
1373,(1)1-2,(1)2-1,(3)4-1,(4)0-4,(1)3-4,(2)3-5,平局
1374,(2)0-2,(0)1-1,(0)1-1,(0)1-1,(1)0-1,(1)1-2,客胜
1375,(2)5-3,(3)1-4,(0)1-1,(5)1-6,(5)1-6,(6)1-7,客胜
1376,(10)3-13,(4)10-6,(6)0-6,(1)1-2,(1)1-2,(1)0-1,平局
1377,(7)9-2,(3)4-7,(4)4-8,(1)2-3,(3)0-3,(2)5-3,主胜
1378,(5)6-1,(3)6-3,(7)2-9,(1)1-2,(2)1-3,(5)3-8,主胜
1379,(3)3-6,(5)7-2,(1)4-3,(5)2-7,(2)5-7,(9)3-12,平局
1380,(2)3-1,(3)4-1,(1)2-1,(1)0-1,(1)0-1,(0)1-1,客胜
1381,(1)4-5,(3)5-2,(6)1-7,(1)2-3,(2)0-2,(7)0-7,主胜
1382,(1)2-1,(3)0-3,(0)3-3,(2)0-2,(1)2-3,(3)0-3,主胜
1383,(1)4-3,(6)7-1,(2)3-1,(8)1-9,(5)1-6,(5)6-1,主胜
1384,(8)9-1,(4)5-1,(5)6-1,(1)1-2,(2)3-1,(2)1-3,平局
1385,(7)2-9,(6)3-9,(2)3-5,(2)3-1,(4)0-4,(7)4-11,平局
1386,(0)1-1,(1)0-1,(2)0-2,(0)0-0,(1)0-1,(1)0-1,客胜
1387,(7)2-9,(6)3-9,(7)3-10,(2)3-1,(4)0-4,(0)2-2,主胜
1388,(4)0-4,(9)0-9,(1)4-5,(2)0-2,(2)0-2,(0)1-1,客胜
1389,(2)0-2,(0)1-1,(1)0-1,(0)0-0,(1)0-1,(0)1-1,平局
1390,(8)0-8,(4)8-4,(6)9-3,(1)0-1,(0)1-1,(1)0-1,客胜
1391,(2)5-3,(2)1-3,(1)3-4,(5)1-6,(7)1-8,(9)0-9,客胜
1392,(2)2-4,(4)0-4,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
1393,(4)0-4,(6)0-6,(6)0-6,(2)2-4,(12)2-14,(8)11-3,主胜
1394,(2)0-2,(4)6-2,(0)4-4,(5)0-5,(0)0-0,(1)0-1,主胜
1395,(3)5-2,(7)9-2,(11)0-11,(12)0-12,(6)9-3,(8)1-9,客胜
1396,(3)6-3,(2)2-4,(2)0-2,(0)1-1,(0)1-1,(1)2-1,客胜
1397,(7)9-2,(3)4-7,(6)1-7,(1)2-3,(3)0-3,(7)0-7,主胜
1398,(7)0-7,(3)5-2,(0)2-2,(1)0-1,(2)0-2,(2)0-2,客胜
1399,(2)2-4,(4)0-4,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
1400,(1)4-3,(6)7-1,(2)3-1,(8)1-9,(5)1-6,(5)6-1,主胜
1401,(2)3-1,(1)2-1,(2)0-2,(3)0-3,(3)0-3,(2)1-3,客胜
1402,(3)1-4,(1)0-1,(1)2-1,(3)0-3,(1)1-2,(1)2-1,客胜
1403,(0)1-1,(0)2-2,(2)3-1,(1)0-1,(0)1-1,(1)0-1,主胜
1404,(1)3-2,(3)4-1,(1)2-1,(0)1-1,(1)0-1,(2)1-3,客胜
1405,(1)7-6,(3)8-5,(5)8-3,(1)0-1,(1)0-1,(1)0-1,主胜
1406,(6)9-3,(12)0-12,(10)12-2,(3)1-4,(3)4-1,(1)2-1,客胜
1407,(5)1-6,(2)2-4,(0)1-1,(0)0-0,(3)0-3,(1)1-2,平局
1408,(4)6-2,(0)8-8,(14)2-16,(2)5-3,(1)2-1,(1)2-3,平局
1409,(4)6-2,(0)4-4,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1410,(1)4-3,(2)3-1,(4)0-4,(8)1-9,(4)7-3,(2)1-3,主胜
1411,(5)0-5,(4)1-5,(5)6-1,(3)1-4,(3)1-4,(0)1-1,客胜
1412,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1413,(1)0-1,(2)0-2,(0)1-1,(1)0-1,(0)0-0,(0)0-0,主胜
1414,(1)1-2,(6)3-9,(7)5-12,(2)3-1,(4)0-4,(15)0-15,主胜
1415,(3)4-1,(2)3-1,(2)3-1,(0)1-1,(0)2-2,(2)4-2,平局
1416,(0)1-1,(0)2-2,(3)4-1,(2)0-2,(1)2-3,(3)1-4,平局
1417,(14)0-14,(17)0-17,(1)8-9,(0)0-0,(1)0-1,(3)1-4,客胜
1418,(3)3-6,(1)4-5,(1)4-5,(0)5-5,(1)2-3,(4)7-3,主胜
1419,(1)4-3,(2)3-1,(1)4-3,(8)1-9,(10)0-10,(8)1-9,主胜
1420,(1)2-1,(6)7-1,(4)4-8,(1)3-2,(5)0-5,(2)5-3,主胜
1421,(0)1-1,(13)15-2,(11)3-14,(2)0-2,(2)0-2,(1)1-2,平局
1422,(8)0-8,(3)0-3,(1)1-2,(5)0-5,(8)0-8,(6)2-8,主胜
1423,(18)0-18,(10)14-4,(10)12-2,(2)1-3,(2)1-3,(2)3-1,平局
1424,(1)2-3,(4)5-1,(2)4-2,(0)1-1,(0)1-1,(0)2-2,客胜
1425,(3)1-4,(1)5-4,(5)0-5,(3)0-3,(1)2-1,(1)0-1,客胜
1426,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1427,(0)5-5,(9)10-1,(1)2-1,(1)0-1,(0)1-1,(0)1-1,客胜
1428,(2)0-2,(0)1-1,(1)1-2,(0)1-1,(1)0-1,(0)1-1,客胜
1429,(4)1-5,(1)0-1,(0)1-1,(2)3-1,(3)4-1,(1)4-3,主胜
1430,(2)0-2,(2)2-4,(3)4-1,(4)5-1,(1)3-2,(1)1-2,客胜
1431,(1)4-3,(5)4-9,(3)8-5,(8)1-9,(1)4-5,(2)4-2,主胜
1432,(1)2-1,(3)0-3,(0)0-0,(1)0-1,(0)0-0,(1)0-1,客胜
1433,(2)2-4,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(1)0-1,主胜
1434,(3)0-3,(1)2-1,(2)0-2,(3)1-4,(1)1-2,(0)2-2,主胜
1435,(2)5-3,(3)0-3,(3)0-3,(3)1-4,(3)1-4,(4)1-5,主胜
1436,(1)0-1,(4)0-4,(2)3-1,(0)1-1,(1)0-1,(0)1-1,平局
1437,(4)6-2,(0)4-4,(2)4-2,(0)0-0,(1)0-1,(3)1-4,主胜
1438,(0)1-1,(3)4-1,(4)0-4,(1)2-1,(2)2-4,(3)1-4,主胜
1439,(1)7-6,(1)7-6,(5)6-1,(1)0-1,(0)0-0,(1)0-1,平局
1440,(0)1-1,(1)1-2,(3)0-3,(1)0-1,(1)1-2,(1)2-1,客胜
1441,(3)6-3,(7)8-1,(0)8-8,(2)3-5,(5)8-3,(5)8-3,平局
1442,(1)4-5,(4)0-4,(10)0-10,(11)0-11,(8)3-11,(12)13-1,客胜
1443,(1)3-2,(3)5-8,(4)2-6,(1)3-2,(1)1-2,(5)2-7,主胜
1444,(8)10-2,(10)12-2,(10)12-2,(3)6-3,(6)9-3,(2)5-7,主胜
